authFullName_s,authIdHal_i,authIdHal_s,title_s,halId_s,producedDateY_i,doiId_s,keyword_s,abstract_s,uri_s,domain_s,llama3-8b-8192,llama3-70b-8192
"['Raed Abu Zitar', 'Mohammed Azmi Al-Betar', 'Mohammed Awadallah', 'Iyad Abu Doush', 'Khaled Assaleh']",[1219308],,"An Intensive and Comprehensive Overview of JAYA Algorithm, its Versions and Applications",hal-03955349,2022,10.1007/s11831-021-09585-8,"['JAYA Algorithm', 'Metaheuristics', 'Optimization', 'Exploration', 'Exploitation']","['In this review paper, JAYA algorithm, which is a recent population-based algorithm is intensively overviewed. The JAYA algorithm combines the survival of the fittest principle from evolutionary algorithms as well as the global optimal solution attractions of Swarm Intelligence methods. Initially, the optimization model and convergence characteristics of JAYA algorithm are carefully analyzed. Thereafter, the proposed versions of JAYA algorithm have been surveyed such as modified, binary, hybridized, parallel, chaotic, multi-objective and others. The various applications tackled using relevant versions of JAYA algorithm are also discussed and summarized based on several problem domains. Furthermore, the open sources code of JAYA algorithm are identified to provide enrich resources for JAYA research communities. The critical analysis of JAYA algorithm reveals its advantages and limitations in dealing with optimization problems. Finally, the paper ends up with conclusion and possible future enhancements suggested to improve the performance of JAYA algorithm. The reader of this overview will determine the best domains and applications used by JAYA algorithm and can justify their JAYA-related contributions.']",https://hal.science/hal-03955349,"['0.info', '1.info.info-ai']","['JayA algorithm' 'optimization' 'Swarm Intelligence'
 'evolutionary algorithms' 'population-based algorithm'
 'optimization model' 'convergence characteristics' 'modification'
 'hybridization' 'parallel processing' 'chaotic' 'multi-objective']","['Optimization' 'JAYA algorithm' 'Population-based algorithm'
 'Evolutionary algorithms' 'Swarm Intelligence' 'Convergence' 'Modified'
 'Binary' 'Hybridized' 'Parallel' 'Chaotic' 'Multi-objective'
 'Problem domains' 'Open source code' 'Critical analysis' 'Advantages'
 'Limitations' 'Optimization problems']"
"['Laith Abualigah', 'Raed Abu Zitar', 'Khaled Almotairi', 'Ahmad Mohdaziz Hussein', 'Mohamed Abd Elaziz', 'Mohammad Reza Nikoo', 'Amir Gandomi']","[1219306, 1219340, 1219341, 1219312]",,"Wind, Solar, and Photovoltaic Renewable Energy Systems with and without Energy Storage Optimization: A Survey of Advanced Machine Learning and Deep Learning Techniques",hal-03955395,2022,10.3390/en15020578,"['Wind energy', 'Solar energy', 'Photovoltaic PV', 'Renewable energy systems', 'Storage systems', 'Power generation', 'Machine learning', 'Deep learning', 'Optimization', 'Algorithm', 'Artificial Intelligence AI', 'Survey']","['Nowadays, learning-based modeling methods are utilized to build a precise forecast model for renewable power sources. Computational Intelligence (CI) techniques have been recognized as effective methods in generating and optimizing renewable tools. The complexity of this variety of energy depends on its coverage of large sizes of data and parameters, which have to be investigated thoroughly. This paper covered the most resent and important researchers in the domain of renewable problems using the learning-based methods. Various types of Deep Learning (DL) and Machine Learning (ML) algorithms employed in Solar and Wind energy supplies are given. The performance of the given methods in the literature is assessed by a new taxonomy. This paper focus on conducting comprehensive state-of-the-art methods heading to performance evaluation of the given techniques and discusses vital difficulties and possibilities for extensive research. Based on the results, variations in efficiency, robustness, accuracy values, and generalization capability are the most obvious difficulties for using the learning techniques. In the case of the big dataset, the effectiveness of the learning techniques is significantly better than the other computational methods. However, applying and producing hybrid learning techniques with other optimization methods to develop and optimize the construction of the techniques is optionally indicated. In all cases, hybrid learning methods have better achievement than a single method due to the fact that hybrid methods gain the benefit of two or more techniques for providing an accurate forecast. Therefore, it is suggested to utilize hybrid learning techniques in the future to deal with energy generation problems.']",https://hal.science/hal-03955395,"['0.info', '1.info.info-ai']","['Renewable Energy' 'Computational Intelligence' 'Deep Learning'
 'Machine Learning' 'Solar' 'Wind' 'Energy Storage' 'Optimization']","['Renewable Energy' 'Computational Intelligence' 'Deep Learning'
 'Machine Learning' 'Solar Energy' 'Wind Energy' 'Learning-based Modeling'
 'Renewable Power Sources' 'Energy Generation'
 'Hybrid Learning Techniques' 'Energy Storage Optimization'
 'Advanced Machine Learning' 'Deep Learning Techniques']"
"['Serdar Ekinci', 'Davut Izci', 'Laith Abualigah', 'Raed Abu Zitar']","[1219317, 1219318, 1219306]",,A Modified Oppositional Chaotic Local Search Strategy Based Aquila Optimizer to Design an Effective Controller for Vehicle Cruise Control System,hal-03984636,2023,10.1007/s42235-023-00336-y,"['Aquila optimizer', 'Chaotic local search', 'Modified opposition-based learning', 'Real PIDD2 controller', 'Vehicle cruise control system', 'Bionic engineering']","[""In this work, we propose a real proportional-integral-derivative plus second-order derivative (PIDD2) controller as an efficient controller for vehicle cruise control systems to address the challenging issues related to efficient operation. In this regard, this paper is the first report in the literature demonstrating the implementation of a real PIDD2 controller for controlling the respective system. We construct a novel and efficient metaheuristic algorithm by improving the performance of the Aquila Optimizer via chaotic local search and modified opposition-based learning strategies and use it as an excellently performing tuning mechanism. We also propose a simple yet effective objective function to increase the performance of the proposed algorithm (CmOBL-AO) to adjust the real PIDD2 controller's parameters effectively. We show the CmOBL-AO algorithm to perform better than the differential evolution algorithm, gravitational search algorithm, African vultures optimization, and the Aquila Optimizer using well-known unimodal, multimodal benchmark functions. CEC2019 test suite is also used to perform ablation experiments to reveal the separate contributions of chaotic local search and modified opposition-based learning strategies to the CmOBL-AO algorithm. For the vehicle cruise control system, we confirm the more excellent performance of the proposed method against particle swarm, gray wolf, salp swarm, and original Aquila optimizers using statistical, Wilcoxon signed-rank, time response, robustness, and disturbance rejection analyses. We also use fourteen reported methods in the literature for the vehicle cruise control system to further verify the more promising performance of the CmOBL-AO-based real PIDD2 controller from a wider perspective. The excellent performance of the proposed method is also illustrated through different quality indicators and different operating speeds. Lastly, we also demonstrate the good performing capability of the CmOBL-AO algorithm for real traffic cases. We show the CmOBL-AO-based real PIDD2 controller as the most efficient method to control a vehicle cruise control system.""]",https://hal.sorbonne-universite.fr/hal-03984636,['0.info'],"['Vehicle Cruise Control' 'PIDD2 Controller' 'Optimizer'
 'Metaheuristic Algorithm' 'Aquila Optimizer' 'Chaotic Local Search'
 'Opposition-Based Learning' 'Controller Tuning' 'Benchmark Functions'
 'CEC2019 Test Suite' 'Statistical Analysis' 'Particle Swarm' 'Gray Wolf'
 'Salp Swarm' 'Time Response' 'Robustness' 'Disturbance Rejection'
 'Quality Indicators' 'Operating Speed']","['proportional-integral-derivative' 'Aquila Optimizer'
 'chaotic local search' 'opposition-based learning'
 'metaheuristic algorithm' 'vehicle cruise control' 'PIDD2 controller'
 'optimization' 'controller tuning' 'objective function']"
"['Laith Abualigah', 'Mahmoud Habash', 'Essam Said Hanandeh', 'Ahmad Mohdaziz Hussein', 'Mohammad Al Shinwan', 'Raed Abu Zitar', 'Heming Jia']",[1219306],,Improved Reptile Search Algorithm by Salp Swarm Algorithm for Medical Image Segmentation,hal-03978077,2023,10.1007/s42235-023-00332-2,"['Bioinspired', 'Reptile Search Algorithm', 'Salp Swarm Algorithm', 'Multi-level thresholding', 'Image segmentation', 'Meta-heuristic algorithm']","['This study proposes a novel nature-inspired meta-heuristic optimizer based on the Reptile Search Algorithm combed with Salp Swarm Algorithm for image segmentation using gray-scale multi-level thresholding, called RSA-SSA. The proposed method introduces a better search space to find the optimal solution at each iteration. However, we proposed RSA-SSA to avoid the searching problem in the same area and determine the optimal multi-level thresholds. The obtained solutions by the proposed method are represented using the image histogram. The proposed RSA-SSA employed Otsu’s variance class function to get the best threshold values at each level. The performance measure for the proposed method is valid by detecting fitness function, structural similarity index, peak signal-to-noise ratio, and Friedman ranking test. Several benchmark images of COVID-19 validate the performance of the proposed RSA-SSA. The results showed that the proposed RSA-SSA outperformed other metaheuristics optimization algorithms published in the literature.']",https://hal.sorbonne-universite.fr/hal-03978077,['0.info'],"['Image Segmentation' 'Metaheuristic Optimizer' 'Reptile Search Algorithm'
 'Salp Swarm Algorithm' 'Multi-Level Thresholding' 'Gray-Scale'
 'Threshold Values' 'Benchmark Images' 'Medical Image' 'COVID-19'
 'Peak Signal-to-Noise Ratio' 'Structural Similarity Index'
 'Fitness Function' 'Friedman Ranking Test']","['Reptile Search Algorithm' 'Salp Swarm Algorithm' 'image segmentation'
 'gray-scale' 'multi-level thresholding' 'meta-heuristic optimizer'
 'optimal solution' 'search space' 'image histogram' 'Otsu’s variance'
 'fitness function' 'structural similarity index'
 'peak signal-to-noise ratio' 'Friedman ranking test' 'COVID-19'
 'medical image segmentation']"
"['Osama Ahmad Alomari', 'Sharif Naser Makhadmeh', 'Mohammed Azmi Al-Betar', 'Zaid Abdi Alkareem Alyasseri', 'Iyad Abu Doush', 'Ammar Kamal Abasi', 'Mohammed Awadallah', 'Raed Abu Zitar']","[1219336, 1219333, 1219320]",,Gene selection for microarray data classification based on Gray Wolf Optimizer enhanced with TRIZ-inspired operators,hal-04017212,2021,10.1016/j.knosys.2021.107034,"['Gray Wolf Optimizer', 'Gene selection', 'Optimization', 'TRIZ', 'RMRMR', 'SVM', 'Classification']","['DNA microarray technology is the fabrication of a single chip to contain a thousand genetic codes. Each microarray experiment can analyze many thousands of genes in parallel. The outcomes of the DNA microarray is a table/matrix, called gene expression data. Pattern recognition algorithms are widely applied to gene expression data to differentiate between health and cancerous patient samples. However, gene expression data is characterized as a high dimensional data that typically encompassed of redundant, noisy, and irrelevant genes. Datasets with such characteristics pose a challenge to machine learning algorithms. This is because they impede the training and testing process and entail high resource computations that deteriorate the classification performance. In order to avoid these pitfalls, gene selection is needed. This paper proposes a new hybrid filter-wrapper approach using robust Minimum Redundancy Maximum Relevancy (rMRMR) as a filter approach to choose the topranked genes. Modified Gray Wolf Optimizer (MGWO) is used as a wrapper approach to seek further small sets of genes. In MGWO, new optimization operators inspired by the TRIZ-inventive solution are coupled with the original GWO to increase the diversity of the population. To evaluate the performance of the proposed method, nine well-known microarray datasets are tested. The support vector machine (SVM) is employed for the classification task to estimate the goodness of the selected subset of genes. The effectiveness of TRIZ optimization operators in MGWO is evaluated by investigating the convergence behavior of GWO with and without TRIZ optimization operators. Moreover, the results of MGWO are compared with seven state-of-art gene selection methods using the same datasets based on classification accuracy and the number of selected genes. The results show that the proposed method achieves the best results in four out of nine datasets and it obtains remarkable results on the remaining datasets. The experimental results demonstrated the effectiveness of the proposed method in searching the gene search space and it was able to find the best gene combinations.']",https://hal.sorbonne-universite.fr/hal-04017212,['0.info'],"['DNA microarray' 'gene expression' 'gene selection' 'machine learning'
 'pattern recognition' 'minimum redundancy maximum relevancy'
 'gray wolf optimizer' 'triz-inspired' 'gene search space']","['DNA microarray' 'gene expression' 'pattern recognition'
 'machine learning' 'gene selection'
 'Minimum Redundancy Maximum Relevancy' 'Gray Wolf Optimizer' 'TRIZ'
 'support vector machine' 'classification' 'microarray datasets']"
"['Mohammed Awadallah', 'Mohammed Azmi Al-Betar', 'Malik Shehadeh Braik', 'Abdelaziz Hammouri', 'Iyad Abu Doush', 'Raed Abu Zitar']",[1219307],,An enhanced binary Rat Swarm Optimizer based on local-best concepts of PSO and collaborative crossover operators for feature selection,hal-03955346,2022,10.1016/j.compbiomed.2022.105675,"['S-shape transfer function', 'Optimization', 'Feature selection', 'Rat swarm optimizer', 'Particle swarm optimization']","['In this paper, an enhanced binary version of the Rat Swarm Optimizer (RSO) is proposed to deal with Feature Selection (FS) problems. FS is an important data reduction step in data mining which finds the most representative features from the entire data. Many FS-based swarm intelligence algorithms have been used to tackle FS. However, the door is still open for further investigations since no FS method gives cutting-edge results for all cases. In this paper, a recent swarm intelligence metaheuristic method called RSO which is inspired by the social and hunting behavior of a group of rats is enhanced and explored for FS problems. The binary enhanced RSO is built based on three successive modifications: i) an S-shape transfer function is used to develop binary RSO algorithms; ii) the local search paradigm of particle swarm optimization is used with the iterative loop of RSO to boost its local exploitation; iii) three crossover mechanisms are used and controlled by a switch probability to improve the diversity. Based on these enhancements, three versions of RSO are produced, referred to as Binary RSO (BRSO), Binary Enhanced RSO (BERSO), and Binary Enhanced RSO with Crossover operators (BERSOC). To assess the performance of these versions, a benchmark of 24 datasets from various domains is used. The proposed methods are assessed concerning the fitness value, number of selected features, classification accuracy, specificity, sensitivity, and computational time. The best performance is achieved by BERSOC followed by BERSO and then BRSO. These proposed versions are comparatively assessed against 25 well-regarded metaheuristic methods and five filter-based approaches. The obtained results underline their superiority by producing new best results for some datasets.']",https://hal.science/hal-03955346,"['0.info', '1.info.info-ai']","['Feature Selection' 'Rat Swarm Optimizer' 'RSO' 'Swarm Intelligence'
 'Binary' 'Particle Swarm Optimization' 'Metaheuristic' 'Optimizer'
 'Crossover' 'Feature Reduction' 'Data Mining']","['Feature Selection' 'Rat Swarm Optimizer' 'Binary Rat Swarm Optimizer'
 'Particle Swarm Optimization' 'Metaheuristic' 'Data Mining'
 'Swarm Intelligence' 'Binary Enhanced Rat Swarm Optimizer'
 'Crossover Operators' 'Computational Time' 'Classification Accuracy'
 'Sensitivity' 'Specificity']"
"['Abdelazim Hussien', 'Laith Abualigah', 'Raed Abu Zitar', 'Fatma Hashim', 'Mohamed Amin', 'Abeer Saber', 'Khaled Almotairi', 'Amir Gandomi']","[1219330, 1219306, 1219320, 1219331, 1219305, 1219312]",,Recent Advances in Harris Hawks Optimization: A Comparative Study and Applications,hal-03955385,2022,10.3390/electronics11121919,"['Harris hawks optimization', 'Metaheuristics', 'Optimization problems', 'Variants', 'Applications']","['The Harris hawk optimizer is a recent population-based metaheuristics algorithm that simulates the hunting behavior of hawks. This swarm-based optimizer performs the optimization procedure using a novel way of exploration and exploitation and the multiphases of search. In this review research, we focused on the applications and developments of the recent well-established robust optimizer Harris hawk optimizer (HHO) as one of the most popular swarm-based techniques of 2020. Moreover, several experiments were carried out to prove the powerfulness and effectivness of HHO compared with nine other state-of-art algorithms using Congress on Evolutionary Computation (CEC2005) and CEC2017. The literature review paper includes deep insight about possible future directions and possible ideas worth investigations regarding the new variants of the HHO algorithm and its widespread applications.']",https://hal.science/hal-03955385,"['0.info', '1.info.info-ai']","['Swarm-based' 'Metaheuristics' 'Optimization' 'Harris hawk optimizer'
 'HHO']","['metaheuristics' 'Harris hawk optimizer' 'swarm-based optimizer'
 'population-based algorithm' 'optimization procedure' 'exploration'
 'exploitation' 'multiphases of search' 'Harris hawk optimization'
 'Congress on Evolutionary Computation' 'CEC2005' 'CEC2017']"
"['Serdar Ekinci', 'Davut Izci', 'Raed Abu Zitar', 'Anas Ratib Alsoud', 'Laith Abualigah']","[1219317, 1219318, 1219306]",,Development of Lévy flight-based reptile search algorithm with local search ability for power systems engineering design problems,hal-03955357,2022,10.1007/s00521-022-07575-w,"['Reptile search algorithm', 'Lévy flight', 'Nelder–Mead method', 'Electric power systems']","['The need for better-performing algorithms to solve real-world power systems engineering problems has always been a challenging topic. Due to their stochastic nature, metaheuristic algorithms can provide better results. Thus, they have a rising trend in terms of investigation. This paper is a further attempt to offer a better optimizing structure, therefore, aims to provide a better-performing algorithm both for designing an appropriate proportional–integral–derivative (PID) controller to effectively operate an automatic voltage regulator (AVR) system and extracting the optimum parameters of a power system stabilizer (PSS) employed in a single-machine infinite-bus (SMIB) power system. Therefore, the paper discusses the development of the Lévy flight-based reptile search algorithm with local search capability and evaluates its potential against challenging power systems engineering optimization problems. The Lévy flight concept is used for better exploration capability in the proposed algorithm, whereas the Nelder–Mead simplex search algorithm is integrated for further exploitation. The latter case is confirmed through 23 benchmark functions with different features using statistical and nonparametric tests. The superiority of the proposed Lévy flight-based reptile search and Nelder–Mead (L-RSANM) algorithm-based PID controller for the AVR system is demonstrated comparatively using convergence, statistical and nonparametric tests along with transient and frequency responses. Besides, it is also assessed against previously reported and different methods, showing further superiority for AVR system control. Furthermore, the extraordinary ability of the L-RSANM algorithm to design an efficient PSS employed in the SMIB power system is demonstrated, as well. In conclusion, the proposed L-RSANM algorithm is shown to be more capable to solve the challenging power systems engineering design problems.']",https://hal.science/hal-03955357,"['0.info', '1.info.info-ai']","['Power systems engineering' 'algorithms' 'Lévy flight' 'reptile search'
 'optimization' 'PID controller' 'AVR' 'PSS' 'SMIB' 'Nelder–Mead'
 'benchmark functions']","['algorithms' 'power systems engineering' 'metaheuristic' 'optimization'
 'PID controller' 'AVR system' 'power system stabilizer' 'PSS' 'SMIB'
 'Lévy flight' 'reptile search' 'Nelder–Mead' 'convergence'
 'statistical tests' 'nonparametric tests']"
"['Jeffrey Agushaka', 'Absalom Ezugwu', 'Oyelade Olaide', 'Olatunji Akinola', 'Raed Abu Zitar', 'Laith Abualigah']",[1219306],,Improved Dwarf Mongoose Optimization for Constrained Engineering Design Problems,hal-03955365,2023,10.1007/s42235-022-00316-8,"['Improved dwarf mongoose', 'Nature-inspired algorithms', 'Constrained optimization', 'Unconstrained optimization', 'Engineering design problems']","[""This paper proposes a modified version of the Dwarf Mongoose Optimization Algorithm (IDMO) for constrained engineering design problems. This optimization technique modifies the base algorithm (DMO) in three simple but effective ways. First, the alpha selection in IDMO differs from the DMO, where evaluating the probability value of each fitness is just a computational overhead and contributes nothing to the quality of the alpha or other group members. The fittest dwarf mongoose is selected as the alpha, and a new operator ω is introduced, which controls the alpha movement, thereby enhancing the exploration ability and exploitability of the IDMO. Second, the scout group movements are modified by randomization to introduce diversity in the search process and explore unvisited areas. Finally, the babysitter's exchange criterium is modified such that once the criterium is met, the babysitters that are exchanged interact with the dwarf mongoose exchanging them to gain information about food sources and sleeping mounds, which could result in better-fitted mongooses instead of initializing them afresh as done in DMO, then the counter is reset to zero. The proposed IDMO was used to solve the classical and CEC 2020 benchmark functions and 12 continuous/discrete engineering optimization problems. The performance of the IDMO, using different performance metrics and statistical analysis, is compared with the DMO and eight other existing algorithms. In most cases, the results show that solutions achieved by the IDMO are better than those obtained by the existing algorithms.""]",https://hal.science/hal-03955365,"['0.info', '1.info.info-ai']","['optimization' 'algorithm' 'engineering' 'design' 'problem' 'constrained'
 'exploration' 'exploitability' 'diversity' 'search' 'cribterium'
 'exchange' 'food' 'source' 'performance' 'metric' 'analysis' 'benchmark'
 'function' 'engineering optimization']","['optimization algorithm' 'Dwarf Mongoose Optimization'
 'engineering design problems' 'constrained optimization'
 'optimization technique' 'fitness value' 'search process' 'explorability'
 'exploitability' 'benchmark functions' 'engineering optimization'
 'performance metrics' 'statistical analysis']"
"['Mahmud Salem Alkoffash', 'Mohammed Awadallah', 'Mohammed Alweshah', 'Raed Abu Zitar', 'Khaled Assaleh', 'Mohammed Azmi Al-Betar']",[1219307],,A Non-convex Economic Load Dispatch Using Hybrid Salp Swarm Algorithm,hal-04017174,2021,10.1007/s13369-021-05646-z,"['Power systems', 'Economic load dispatch', 'Salp swarm algorithm', 'Optimization', 'Β -Hill climbing optimizer', 'Hybrid metaheuristic']","['In this paper, the economic load dispatch (ELD) problem with valve point effect is tackled using a hybridization between salp swarm algorithm (SSA) as a population-based algorithm and β-hill climbing optimizer as a single point-based algorithm. The proposed hybrid SSA is abbreviated as HSSA. This is to achieve the right balance between the intensification and diversification of the ELD search space. ELD is an important problem in the power systems which is concerned with scheduling the generation units in active generators in optimal way to minimize the fuel cost in accordance with equality and inequality constraints. The proposed HSSA is evaluated using six real-world ELD systems: 3-unit generator, two cases of 13-unit generator, 40-unit generator, 80-unit generator, and 140-unit generator system. These ELD systems are well circulated in the previous literature. The comparative results against 66 well-regarded algorithms are conducted. The results show that the proposed HSSA is able to produce viable and competitive solutions for ELD problems.']",https://hal.sorbonne-universite.fr/hal-04017174,['0.info'],"['economic load dispatch' 'hybrid salp swarm algorithm' 'power systems'
 'optimization' 'fuel cost' 'inequality constraints']","['ELD' 'Economic Load Dispatch' 'Salp Swarm Algorithm'
 'β-hill Climbing Optimizer' 'HSSA' 'Hybrid Algorithm' 'Power Systems'
 'Fuel Cost' 'Optimization' 'Population-based Algorithm'
 'Single Point-based Algorithm']"
"['Mohammed Azmi Al-Betar', 'Mohammed Awadallah', 'Raed Abu Zitar', 'Khaled Assaleh']",[1219307],,Economic load dispatch using memetic sine cosine algorithm,hal-03955361,2022,10.1007/s12652-022-03731-1,['Economic load dispatch Hybrid metaheuristics Sine cosine algorithm β -hill climbing optimizer Power systems'],"['In this paper, the economic load dispatch (ELD) problem which is an important problem in electrical engineering is tackled using a hybrid sine cosine algorithm (SCA) in a form of memetic technique. ELD is tackled by assigning a set of generation units with a minimum fuel costs to generate predefined load demand with accordance to a set of equality and inequality constraints. SCA is a recent population based optimizer turned towards the optimal solution using a mathematical-based model based on sine and cosine trigonometric functions. As other optimization methods, SCA has main shortcoming in exploitation process when a non-linear constraints problem like ELD is tackled. Therefore, β -hill climbing optimizer, a recent local search algorithm, is hybridized as a new operator in SCA to empower its exploitation capability to tackle ELD. The proposed hybrid algorithm is abbreviated as SCA-β HC which is evaluated using two sets of real-world generation cases: (i) 3-units, two versions of 13-units, and 40-units, with neglected Ramp Rate Limits and Prohibited Operating Zones constraints. (ii) 6-units and 15-units with Ramp Rate Limits and Prohibited Operating Zones constraints. The sensitivity analysis of the control parameters for SCA-β HC is initially studied. The results show that the performance of the SCA-β HC algorithm is increased by tuning its parameters in proper value. The comparative evaluation against several state-of-the-art methods show that the proposed method is able to produce new best results for some tested cases as well as the second-best for others. In a nutshell, hybridizing β HC optimizer as a new operator for SCA is very powerful algorithm for tackling ELD problems.']",https://hal.science/hal-03955361,"['0.info', '1.info.info-ai']","['economic load dispatch' 'sine cosine algorithm' 'memetic technique'
 'optimization' 'hybrid algorithm' 'local search' 'generation units'
 'fuel costs' 'load demand' 'constraints' 'optimization methods'
 'ramp rate limits' 'prohibited operating zones' 'control parameters'
 'sensitivity analysis' 'state-of-the-art methods']","['ELD' 'SCA' 'memetic' 'sine cosine algorithm' 'optimization' 'fuel costs'
 'generation units' 'load demand' 'constraints' 'optimizer'
 'β-hill climbing' 'exploitation' 'hybrid algorithm' 'control parameters'
 'sensitivity analysis' 'Ramp Rate Limits' 'Prohibited Operating Zones']"
"['Serdar Ekinci', 'Davut Izci', 'Mohammad Rustom Al Nasar', 'Raed Abu Zitar', 'Laith Abualigah']","[1219317, 1219318, 1219306]",,Logarithmic spiral search based arithmetic optimization algorithm with selective mechanism and its application to functional electrical stimulation system control,hal-03955368,2022,10.1007/s00500-022-07068-x,"['Functional electrical stimulation', 'PID controller', 'Logarithmic spiral search mechanism', 'Greedy selection scheme', 'Arithmetic optimization algorithm']","['A biomedical application of a novel metaheuristic optimizer is proposed in this paper by constructing an enhanced arithmetic optimization algorithm (AOA). The latter algorithm was constructed using the logarithmic spiral (Ls) search mechanism from the whale optimization algorithm and the greedy selection scheme from the differential evolution algorithm. The proposed algorithm (Ls-AOA) was tested against unimodal and multimodal benchmark functions and demonstrated better capability comparatively using other efficient metaheuristic algorithms reported in the literature. The constructed Ls-AOA algorithm was then proposed to design a proportional-integral-derivative (PID) controller employed in a functional electrical stimulation (FES) system for the first time. The initial statistical and convergence profile assessment showed better performance of the proposed algorithm. The comparative analyses for transient and frequency responses were performed for the PID-controlled FES system using the original AOA, sine–cosine and particle swarm optimization algorithms and the traditional Ziegler-Nichols tuning scheme. Similarly, the FES system tuned with the latter methods was also assessed for disturbance rejection and noise elimination. All the comparative analyses demonstrated that the proposed Ls-AOA has the greater capability for the challenging biomedical FES system.']",https://hal.science/hal-03955368,"['0.info', '1.info.info-ai']","['biomedical' 'metaheuristic' 'optimizer'
 'arithmetic optimization algorithm' 'logarithmic spiral'
 'whale optimization algorithm' 'greedy selection scheme'
 'differential evolution algorithm'
 'proportional-integral-derivative controller'
 'functional electrical stimulation' 'PID controller'
 'particle swarm optimization' 'Ziegler-Nichols tuning scheme']","['metaheuristic optimizer' 'arithmetic optimization algorithm'
 'logarithmic spiral' 'whale optimization algorithm'
 'differential evolution algorithm'
 'proportional-integral-derivative controller'
 'functional electrical stimulation system'
 'particle swarm optimization algorithm' 'Ziegler-Nichols tuning scheme']"
"['Ala Mughaid', 'Shadi Al-Zu’bi', 'Ahmed Al Arjan', 'Rula Al-Amrat', 'Rathaa Alajmi', 'Raed Abu Zitar', 'Laith Abualigah']",,,An intelligent cybersecurity system for detecting fake news in social media websites,hal-03955347,2022,10.1007/s00500-022-07080-1,"['Artificial intelligence', 'Cybersecurity', 'Fake news', 'Text processing', 'Cyber privacy', 'Social media accuracy']","['People worldwide suffer from fake news in many life aspects, healthcare, transportation, education, economics, and many others. Therefore, many researchers have considered seeking techniques for automatically detecting fake news in the last decade. The most popular news agencies use e-publishing on their websites; even websites can publish any news they want. However, thus before quotation any news from a website, there should be a close look at news resource ranking by using a trusted websites classifier, such as the website world rank, which reflects the repute of these websites. This paper uses the world rank of news websites as the main factor of news accuracy by using two widespread and trusted websites ranking. Moreover, a secondary factor is proposed to compute the news accuracy similarity by comparing the current news with fakes news and getting the possible news accuracy. Experiments results are conducted on several benchmark datasets. The results showed that the proposed method got promising results compared to other comparative methods in defining the news accuracy.']",https://hal.science/hal-03955347,"['0.info', '1.info.info-ai']","['news' 'fake news' 'detection' 'classification' 'trust' 'ranking'
 'websites' 'accuracy' 'similarity' 'cybersecurity' 'social media']","['news accuracy' 'fake news' 'detection' 'websites ranking'
 'cybersecurity' 'social media']"
"['Shadi Alzu’bi', 'Raed Abu Zitar', 'Bilal Hawashin', 'Samia Abu Shanab', 'Amjed Zraiqat', 'Ala Mughaid', 'Khaled Almotairi', 'Laith Abualigah']","[1219303, 1219304, 1219305, 1219306]",,A Novel Deep Learning Technique for Detecting Emotional Impact in Online Education,hal-03955343,2022,10.3390/electronics11182964,"['Emotional intelligence', 'Online education', 'Deep learning', 'Intelligent education', 'Transfer learning', 'Computer vision']","['Emotional intelligence is the automatic detection of human emotions using various intelligent methods. Several studies have been conducted on emotional intelligence, and only a few have been adopted in education. Detecting student emotions can significantly increase productivity and improve the education process. This paper proposes a new deep learning method to detect student emotions. The main aim of this paper is to map the relationship between teaching practices and student learning based on emotional impact. Facial recognition algorithms extract helpful information from online platforms as image classification techniques are applied to detect the emotions of student and/or teacher faces. As part of this work, two deep learning models are compared according to their performance. Promising results are achieved using both techniques, as presented in the Experimental Results Section. For validation of the proposed system, an online course with students is used; the findings suggest that this technique operates well. Based on emotional analysis, several deep learning techniques are applied to train and test the emotion classification process. Transfer learning for a pre-trained deep neural network is used as well to increase the accuracy of the emotion classification stage. The obtained results show that the performance of the proposed method is promising using both techniques, as presented in the Experimental Results Section.']",https://hal.science/hal-03955343,"['0.info', '1.info.info-ai']","['Emotional Intelligence' 'Deep Learning' 'Facial Recognition'
 'Image Classification' 'Online Education' 'Student Emotions'
 'Teaching Practices']","['Emotional intelligence' 'Deep learning' 'Facial recognition'
 'Emotion classification' 'Transfer learning' 'Online education'
 'Student emotions' 'Teaching practices' 'Image classification'
 'Neural network']"
